log_id,user_id,session_start,session_end,duration_sec,upload_bytes,download_bytes,src_ip,dest_domain,dest_ip,protocol,category,is_abnormal
421,2,2024-10-01 08:29:10,2024-10-01 08:47:10,1080,184066,920332,10.72.237.213,netflix.com,135.186.96.34,HTTPS,休闲,0
422,2,2024-10-01 10:05:46,2024-10-01 10:12:46,420,10186,81495,10.201.211.83,wiley.com,22.198.155.18,HTTPS,学习,0
423,2,2024-11-21 21:01:11,2024-11-21 22:27:11,5160,619182,6191821,10.232.46.65,iqiyi.com,209.234.128.89,HTTPS,休闲,0
424,2,2024-11-21 09:44:41,2024-11-21 09:51:41,420,19851,138957,10.46.58.181,weixin.qq.com,9.173.154.51,HTTPS,社交,0
425,2,2024-11-21 12:40:23,2024-11-21 13:01:23,1260,40094,641509,10.81.193.141,iqiyi.com,33.54.185.185,HTTPS,休闲,0
426,2,2024-11-21 11:02:49,2024-11-21 12:03:49,3660,361607,2892856,10.83.74.46,iqiyi.com,115.249.157.141,HTTPS,休闲,0
427,2,2024-11-21 10:26:19,2024-11-21 11:41:19,4500,128030,2304546,10.147.92.31,taobao.com,217.234.123.124,HTTPS,购物,0
428,2,2024-11-21 09:12:00,2024-11-21 09:40:00,1680,19502,370552,10.255.2.156,sina.com.cn,17.57.194.229,HTTPS,新闻,0
429,2,2024-11-21 15:15:13,2024-11-21 15:28:13,780,32664,587968,10.209.226.21,sohu.com,93.147.51.48,HTTPS,新闻,0
430,2,2024-11-21 19:38:00,2024-11-21 20:09:00,1860,44297,531569,10.106.25.48,ieee.org,205.205.165.111,HTTPS,学习,0
431,2,2024-10-26 07:03:41,2024-10-26 08:04:41,3660,178920,894604,10.152.169.236,qq.com,184.171.9.26,HTTPS,社交,0
432,2,2024-10-26 06:03:06,2024-10-26 07:31:06,5280,410291,3692628,10.145.90.248,github.com,25.148.22.199,HTTPS,其他,0
433,2,2024-10-26 11:47:37,2024-10-26 12:03:37,960,55754,334524,10.153.165.95,wiley.com,198.208.160.173,HTTPS,学习,0
434,2,2024-10-26 10:52:04,2024-10-26 11:09:04,1020,104951,629712,10.149.241.35,amazon.cn,81.188.206.216,HTTPS,购物,0
435,2,2024-10-12 03:44:55,2024-10-12 04:19:55,2100,93044,1581758,10.107.107.157,bilibili.com,83.88.253.26,HTTPS,休闲,0
436,2,2024-10-12 12:06:36,2024-10-12 12:19:36,780,71687,1362070,10.147.218.156,bilibili.com,30.124.88.204,HTTPS,休闲,0
437,2,2024-10-12 02:16:33,2024-10-12 02:56:33,2400,147308,2209634,10.66.254.134,pinduoduo.com,71.83.244.89,HTTPS,购物,0
438,2,2024-10-12 23:31:51,2024-10-13 00:06:51,2100,78136,859503,10.148.99.1,douban.com,147.27.76.181,HTTPS,社交,0
439,2,2024-09-02 19:01:29,2024-09-02 19:14:29,780,14039,140397,10.212.211.12,icourse163.org,198.214.59.161,HTTPS,学习,0
440,2,2024-09-22 10:22:35,2024-09-22 11:14:35,3120,149157,1491571,10.144.130.203,netflix.com,152.73.8.133,HTTPS,休闲,0
441,2,2024-09-22 21:19:19,2024-09-22 22:33:19,4440,1231872,4927492,10.58.170.88,bilibili.com,193.141.226.179,HTTPS,休闲,0
442,2,2024-09-22 21:46:36,2024-09-23 01:46:36,14400,198789,1987892,10.169.173.237,wiley.com,58.197.107.228,HTTPS,学习,0
443,2,2024-09-22 06:58:30,2024-09-22 07:42:30,2640,30661,582559,10.79.235.229,douban.com,175.50.203.65,HTTPS,社交,0
444,2,2024-09-22 15:57:21,2024-09-22 18:18:21,8460,202767,3447048,10.28.153.145,ieee.org,162.21.169.237,HTTPS,学习,0
445,2,2024-12-11 14:35:34,2024-12-11 15:29:34,3240,70465,986523,10.181.33.249,netflix.com,163.249.182.183,HTTPS,休闲,0
446,2,2024-12-11 16:17:53,2024-12-11 19:08:53,10260,57735,923771,10.84.199.48,coursera.org,213.223.202.97,HTTPS,学习,0
447,2,2024-12-11 15:07:55,2024-12-11 15:26:55,1140,40038,560539,10.16.139.106,ifeng.com,87.29.91.9,HTTPS,新闻,0
448,2,2024-12-11 12:31:56,2024-12-11 12:48:56,1020,13970,181613,10.110.154.45,icourse163.org,47.93.201.125,HTTPS,学习,0
449,2,2024-10-06 23:23:50,2024-10-06 23:54:50,1860,139353,836120,10.227.12.205,bilibili.com,189.78.227.30,HTTPS,休闲,0
450,2,2024-10-06 16:57:32,2024-10-06 17:15:32,1080,12354,234735,10.158.167.37,amazon.cn,57.211.89.183,HTTPS,购物,0
451,2,2024-10-06 07:52:33,2024-10-06 09:07:33,4500,375114,1875572,10.235.198.183,bilibili.com,82.225.223.117,HTTPS,休闲,0
452,2,2024-10-06 20:07:00,2024-10-06 20:56:00,2940,523470,3140821,10.170.239.228,tencent.com,103.154.202.9,HTTPS,休闲,0
453,2,2024-10-06 09:06:33,2024-10-06 09:13:33,420,8000,104013,10.107.164.52,github.com,130.28.84.236,HTTPS,其他,0
454,2,2024-10-06 17:18:17,2024-10-06 17:56:17,2280,66010,1188185,10.60.139.39,sina.com.cn,43.14.162.171,HTTPS,新闻,0
455,2,2024-11-14 20:17:07,2024-11-14 21:21:07,3840,124017,868121,10.105.179.141,qq.com,65.144.18.208,HTTPS,社交,0
456,2,2024-11-14 11:17:09,2024-11-14 11:40:09,1380,62667,564010,10.36.159.157,pinduoduo.com,72.163.18.24,HTTPS,购物,0
457,2,2024-11-14 08:34:28,2024-11-14 08:55:28,1260,9336,177388,10.25.54.99,wikipedia.org,95.156.21.83,HTTPS,其他,0
458,2,2024-11-14 18:05:27,2024-11-14 18:26:27,1260,25235,454248,10.182.159.86,baidu.com,211.194.191.43,HTTPS,新闻,0
459,2,2024-11-14 14:45:48,2024-11-14 15:03:48,1080,12233,220203,10.67.47.209,coursera.org,20.138.70.252,HTTPS,学习,0
460,2,2024-09-16 14:06:29,2024-09-16 14:44:29,2280,62747,1129448,10.240.118.243,sohu.com,81.54.237.206,HTTPS,新闻,0
461,2,2024-09-16 01:09:55,2024-09-16 02:34:55,5100,98335,1573362,10.93.169.202,coursera.org,11.14.8.93,HTTPS,学习,0
462,2,2024-09-16 22:29:31,2024-09-17 02:29:31,14400,225319,1577236,10.179.245.119,weixin.qq.com,203.35.108.205,HTTPS,社交,0
463,2,2024-09-16 19:18:49,2024-09-16 20:01:49,2580,88016,704132,10.52.207.210,coursera.org,68.121.74.170,HTTPS,学习,0
464,2,2024-09-16 16:20:35,2024-09-16 16:46:35,1560,24439,439904,10.205.211.62,baidu.com,212.204.210.154,HTTPS,新闻,0
465,2,2024-09-16 12:15:35,2024-09-16 13:49:35,5640,146955,2351287,10.33.174.54,zhihu.com,115.147.245.64,HTTPS,社交,0
466,2,2024-09-16 13:27:50,2024-09-16 13:57:50,1800,151392,2119497,10.120.88.170,tencent.com,146.115.8.140,HTTPS,休闲,0
467,2,2024-09-16 21:47:59,2024-09-16 22:01:59,840,189001,1323010,10.237.166.143,bilibili.com,207.120.128.52,HTTPS,休闲,0
468,2,2025-01-07 12:52:28,2025-01-07 13:14:28,1320,11920,190735,10.35.55.176,icourse163.org,154.20.56.18,HTTPS,学习,0
469,2,2025-01-07 20:49:52,2025-01-07 22:16:52,5220,848811,4244056,10.46.111.210,tencent.com,98.223.116.240,HTTPS,休闲,0
470,2,2025-01-07 21:56:37,2025-01-07 23:47:37,6660,325059,2600475,10.231.149.100,youtube.com,95.154.203.86,HTTPS,休闲,0
471,2,2024-12-24 12:36:28,2024-12-24 12:58:28,1320,23029,322413,10.153.155.236,zhihu.com,148.150.179.43,HTTPS,社交,0
472,2,2024-12-24 21:45:58,2024-12-24 22:23:58,2280,187561,750248,10.206.65.219,wiley.com,207.103.204.71,HTTPS,学习,0
473,2,2024-12-24 21:03:23,2024-12-24 22:09:23,3960,441779,1767116,10.183.56.221,cnki.net,99.93.20.167,HTTPS,学习,0
474,2,2025-01-11 12:55:01,2025-01-11 13:06:01,660,7957,127328,10.162.195.104,cnki.net,146.72.8.26,HTTPS,学习,0
475,2,2025-01-11 23:27:34,2025-01-12 00:10:34,2580,53495,1016420,10.71.96.143,douban.com,13.41.150.31,HTTPS,社交,0
476,2,2025-01-11 18:53:59,2025-01-11 19:41:59,2880,205383,1643070,10.147.64.35,sohu.com,206.92.168.149,HTTPS,新闻,0
477,2,2024-12-26 15:04:41,2024-12-26 15:41:41,2220,34285,651426,10.223.69.22,bilibili.com,66.0.247.6,HTTPS,休闲,0
478,2,2024-12-26 23:41:51,2024-12-27 01:00:51,4740,382075,6495281,10.92.232.131,youtube.com,129.18.234.254,HTTPS,休闲,0
479,2,2024-12-26 14:35:52,2024-12-26 15:02:52,1620,39414,433554,10.95.217.155,wiley.com,168.157.252.32,HTTPS,学习,0
480,2,2024-12-26 11:36:31,2024-12-26 12:22:31,2760,96600,1159208,10.210.187.9,baidu.com,136.165.215.221,HTTPS,新闻,0
481,2,2024-09-06 19:36:30,2024-09-06 20:43:30,4020,67714,1286571,10.40.72.187,github.com,61.247.190.203,HTTPS,其他,0
482,2,2024-09-06 22:54:48,2024-09-06 23:15:48,1260,42032,252196,10.45.125.121,ieee.org,150.143.179.221,HTTPS,学习,0
483,2,2024-09-06 19:43:40,2024-09-06 19:58:40,900,31376,407900,10.27.175.137,icourse163.org,218.155.174.111,HTTPS,学习,0
484,2,2024-12-22 12:30:29,2024-12-22 13:05:29,2100,241497,3380960,10.215.180.246,bilibili.com,84.186.205.7,HTTPS,休闲,0
485,2,2024-12-10 22:18:10,2024-12-10 23:04:10,2760,27800,361404,10.133.31.162,cnki.net,191.238.190.121,HTTPS,学习,0
486,2,2024-12-10 22:37:10,2024-12-10 23:44:10,4020,121275,1576582,10.13.146.125,douban.com,14.0.168.196,HTTPS,社交,0
487,2,2024-12-10 06:08:32,2024-12-10 07:07:32,3540,50785,609423,10.129.67.158,icourse163.org,21.121.19.82,HTTPS,学习,0
488,2,2024-10-31 17:17:54,2024-10-31 17:36:54,1140,33473,234313,10.89.77.169,163.com,136.134.13.54,HTTPS,新闻,0
489,2,2024-10-31 06:23:51,2024-10-31 07:03:51,2400,28623,314854,10.248.92.205,wiley.com,211.233.13.163,HTTPS,学习,0
490,2,2024-10-31 22:55:02,2024-10-31 23:50:02,3300,248766,1990130,10.78.253.193,ifeng.com,87.230.105.150,HTTPS,新闻,0
491,2,2024-10-31 16:49:24,2024-10-31 16:56:24,420,18396,165572,10.107.176.14,douban.com,81.70.238.215,HTTPS,社交,0
492,2,2024-12-13 17:48:52,2024-12-13 18:07:52,1140,10226,184084,10.204.243.78,weixin.qq.com,148.99.113.247,HTTPS,社交,0
493,2,2024-12-13 10:47:48,2024-12-13 11:02:48,900,26596,425548,10.242.134.38,douban.com,5.223.215.50,HTTPS,社交,0
494,2,2024-12-13 15:55:27,2024-12-13 16:28:27,1980,35591,640638,10.195.161.247,tencent.com,105.131.116.69,HTTPS,休闲,0
495,2,2024-12-13 23:43:02,2024-12-14 01:31:02,6480,142451,2136772,10.221.139.86,zhihu.com,59.123.22.13,HTTPS,社交,0
496,2,2024-12-13 18:17:51,2024-12-13 19:10:51,3180,88058,1408939,10.236.123.188,netflix.com,215.98.122.167,HTTPS,休闲,0
497,2,2025-01-08 15:49:12,2025-01-08 16:16:12,1620,198243,1784194,10.160.5.173,tencent.com,23.189.90.41,HTTPS,休闲,0
498,2,2024-09-20 16:53:04,2024-09-20 16:59:04,360,4346,30427,10.228.179.57,icourse163.org,81.143.241.218,HTTPS,学习,0
499,2,2024-09-20 00:16:12,2024-09-20 00:41:12,1500,13017,78106,10.29.111.244,cnki.net,149.118.89.56,HTTPS,学习,0
500,2,2024-10-18 18:40:07,2024-10-18 18:58:07,1080,11258,90069,10.192.94.230,ieee.org,205.177.123.226,HTTPS,学习,0
501,2,2024-10-18 12:44:11,2024-10-18 14:02:11,4680,121119,726717,10.232.141.197,icourse163.org,107.238.17.59,HTTPS,学习,0
502,2,2024-10-18 19:44:57,2024-10-18 20:17:57,1980,234726,1408361,10.141.31.98,iqiyi.com,60.69.20.224,HTTPS,休闲,0
503,2,2024-10-18 07:21:03,2024-10-18 07:39:03,1080,46901,562813,10.91.225.18,npmjs.com,116.60.186.82,HTTPS,其他,0
504,2,2024-10-18 14:59:12,2024-10-18 15:08:12,540,23863,453406,10.55.73.139,iqiyi.com,189.38.43.76,HTTPS,休闲,0
505,2,2024-09-12 05:13:39,2024-09-12 07:13:39,7200,202050,2424601,10.52.17.19,douban.com,210.17.111.212,HTTPS,社交,0
506,2,2024-09-12 13:36:46,2024-09-12 14:43:46,4020,234132,936532,10.254.76.168,icourse163.org,212.148.63.24,HTTPS,学习,0
507,2,2024-09-12 13:59:02,2024-09-12 14:26:02,1620,101897,1426565,10.200.1.132,bilibili.com,16.127.97.39,HTTPS,休闲,0
508,2,2024-09-12 06:30:27,2024-09-12 06:45:27,900,89153,534923,10.115.1.99,douban.com,86.93.70.191,HTTPS,社交,0
509,2,2024-09-12 13:07:36,2024-09-12 13:44:36,2220,74467,1117019,10.170.155.103,wiley.com,54.148.130.206,HTTPS,学习,0
510,2,2024-09-12 13:40:41,2024-09-12 14:27:41,2820,42490,594866,10.41.235.195,weibo.com,157.152.34.227,HTTPS,社交,0
511,2,2024-09-12 01:41:12,2024-09-12 02:39:12,3480,71242,1139886,10.97.153.179,weixin.qq.com,37.87.253.207,HTTPS,社交,0
512,2,2024-12-18 06:57:06,2024-12-18 07:36:06,2340,60075,1081355,10.97.71.10,amazon.cn,8.62.133.177,HTTPS,购物,0
513,2,2024-12-18 08:01:46,2024-12-18 08:33:46,1920,226703,1360223,10.157.255.137,youtube.com,133.196.171.18,HTTPS,休闲,0
514,2,2024-12-18 15:01:02,2024-12-18 15:29:02,1680,42349,211745,10.207.60.55,wiley.com,173.96.148.153,HTTPS,学习,0
515,2,2024-09-21 17:29:43,2024-09-21 19:00:43,5460,110432,1214757,10.36.18.189,ieee.org,6.46.41.164,HTTPS,学习,0
516,2,2024-11-03 20:31:41,2024-11-03 20:47:41,960,63556,317784,10.124.66.4,youtube.com,199.157.204.142,HTTPS,休闲,0
517,2,2024-11-03 20:40:03,2024-11-03 21:21:03,2460,358321,2508250,10.233.87.214,youtube.com,184.161.18.233,HTTPS,休闲,0
518,2,2024-11-03 14:04:52,2024-11-03 14:44:52,2400,36075,396826,10.32.103.110,dangdang.com,204.201.97.196,HTTPS,购物,0
519,2,2024-11-03 17:51:53,2024-11-03 19:25:53,5640,630688,5045512,10.164.109.196,netflix.com,8.110.209.217,HTTPS,休闲,0
520,2,2024-11-03 19:37:11,2024-11-03 19:45:11,480,10914,130976,10.72.212.44,weibo.com,46.152.39.173,HTTPS,社交,0
521,2,2024-12-07 22:35:10,2024-12-07 22:50:10,900,36141,180705,10.68.51.203,cnki.net,46.194.141.57,HTTPS,学习,0
522,2,2024-12-07 18:24:49,2024-12-07 18:47:49,1380,6404,121678,10.41.3.2,ieee.org,150.17.187.26,HTTPS,学习,0
523,2,2024-11-27 12:59:05,2024-11-27 14:10:05,4260,184009,3496186,10.64.105.37,youtube.com,33.162.77.59,HTTPS,休闲,0
524,2,2024-11-27 09:33:28,2024-11-27 11:33:28,7200,691503,6223532,10.19.92.184,netflix.com,12.30.246.61,HTTPS,休闲,0
525,2,2024-11-19 02:39:05,2024-11-19 03:30:05,3060,523802,2095212,10.120.98.31,iqiyi.com,3.163.220.19,HTTPS,休闲,0
526,2,2024-11-19 03:06:39,2024-11-19 03:39:39,1980,218218,2400409,10.237.106.71,tencent.com,37.156.25.215,HTTPS,休闲,0
527,2,2024-11-19 13:12:07,2024-11-19 13:38:07,1560,16271,309149,10.254.90.41,icourse163.org,163.198.255.156,HTTPS,学习,0
528,2,2024-10-14 12:03:41,2024-10-14 14:01:41,7080,160595,2730117,10.128.171.158,github.com,178.142.143.93,HTTPS,其他,0
529,2,2024-10-14 18:02:06,2024-10-14 18:11:06,540,16243,146188,10.80.14.125,sohu.com,197.88.58.185,HTTPS,新闻,0
530,2,2024-11-20 16:07:04,2024-11-20 16:17:04,600,18322,256515,10.214.101.192,zhihu.com,108.170.146.21,HTTPS,社交,0
531,2,2024-11-20 21:14:49,2024-11-20 21:21:49,420,12196,85376,10.121.211.223,weixin.qq.com,145.224.181.81,HTTPS,社交,0
532,2,2024-09-08 11:24:57,2024-09-08 11:45:57,1260,35845,681058,10.27.223.38,youtube.com,221.29.211.241,HTTPS,休闲,0
533,2,2024-09-08 17:59:39,2024-09-08 19:10:39,4260,112004,1680068,10.69.234.185,stackoverflow.com,46.242.121.63,HTTPS,其他,0
534,2,2024-12-19 14:40:22,2024-12-19 14:47:22,420,33381,267051,10.16.30.72,youtube.com,107.83.15.96,HTTPS,休闲,0
535,2,2024-12-19 22:07:54,2024-12-19 23:26:54,4740,270416,2433751,10.175.112.227,stackoverflow.com,190.205.59.189,HTTPS,其他,0
536,2,2024-10-16 15:38:10,2024-10-16 18:16:10,9480,158419,1742610,10.44.210.220,cnki.net,220.81.208.25,HTTPS,学习,0
537,2,2024-10-16 10:31:55,2024-10-16 11:11:55,2400,105546,1899845,10.142.7.187,tencent.com,83.58.105.176,HTTPS,休闲,0
538,2,2025-01-14 11:47:55,2025-01-14 14:03:55,8160,140540,2389181,10.113.76.234,douban.com,36.142.85.18,HTTPS,社交,0
539,2,2025-01-14 23:57:00,2025-01-15 00:26:00,1740,223510,1117553,10.240.17.109,ifeng.com,76.107.196.248,HTTPS,新闻,0
540,2,2025-01-14 15:25:30,2025-01-14 15:37:30,720,15107,166188,10.42.6.178,docker.com,97.69.142.209,HTTPS,其他,0
541,2,2024-12-09 13:13:08,2024-12-09 13:18:08,300,17447,104688,10.8.245.172,douban.com,158.168.81.160,HTTPS,社交,0
542,2,2024-12-09 21:10:45,2024-12-10 01:10:45,14400,2199798,8799195,10.232.237.198,weixin.qq.com,97.170.210.176,HTTPS,社交,0
543,2,2024-12-09 14:55:45,2024-12-09 15:45:45,3000,73291,1099379,10.237.0.221,stackoverflow.com,28.250.108.154,HTTPS,其他,0
544,2,2024-12-09 23:24:57,2024-12-10 00:19:57,3300,114326,1486249,10.218.138.179,weibo.com,110.138.150.218,HTTPS,社交,0
545,2,2024-11-08 14:34:36,2024-11-08 15:27:36,3180,204154,1224927,10.171.28.132,ifeng.com,212.121.202.210,HTTPS,新闻,0
546,2,2024-09-14 19:56:03,2024-09-14 19:59:03,180,5109,91974,10.20.187.94,netflix.com,138.11.179.85,HTTPS,休闲,0
547,2,2024-09-14 19:41:35,2024-09-14 20:04:35,1380,30951,309512,10.70.171.62,qq.com,6.213.183.229,HTTPS,社交,0
548,2,2024-09-17 00:07:41,2024-09-17 00:25:41,1080,71131,711316,10.115.164.91,docker.com,39.220.171.118,HTTPS,其他,0
549,2,2024-09-17 19:32:43,2024-09-17 19:53:43,1260,80526,483156,10.190.176.116,wikipedia.org,16.199.165.134,HTTPS,其他,0
550,2,2024-09-17 20:32:33,2024-09-17 21:37:33,3900,43782,569167,10.231.188.205,wiley.com,222.223.38.77,HTTPS,学习,0
551,2,2024-11-02 21:12:57,2024-11-02 21:29:57,1020,22664,362632,10.91.147.246,baidu.com,63.111.143.173,HTTPS,新闻,0
552,2,2024-11-02 06:06:10,2024-11-02 06:45:10,2340,173475,1387807,10.254.77.224,bilibili.com,18.249.107.241,HTTPS,休闲,0
553,2,2024-11-02 14:33:40,2024-11-02 15:01:40,1680,66382,531062,10.242.177.108,youtube.com,113.133.100.96,HTTPS,休闲,0
554,2,2024-11-02 21:47:41,2024-11-02 22:08:41,1260,15672,94032,10.11.118.214,wiley.com,16.14.240.66,HTTPS,学习,0
555,2,2024-11-02 06:41:21,2024-11-02 07:14:21,1980,76440,1070173,10.248.227.118,dangdang.com,123.230.245.106,HTTPS,购物,0
556,2,2024-09-30 20:36:08,2024-09-30 21:29:08,3180,183439,2201280,10.116.247.96,netflix.com,91.119.53.170,HTTPS,休闲,0
557,2,2025-01-13 14:49:54,2025-01-13 15:03:54,840,4823,62707,10.233.85.159,cnki.net,99.106.198.54,HTTPS,学习,0
558,2,2024-11-11 10:45:34,2024-11-11 11:02:34,1020,74164,667480,10.78.82.61,youtube.com,6.154.96.216,HTTPS,休闲,0
559,2,2024-11-11 23:02:20,2024-11-11 23:10:20,480,17307,207691,10.189.94.53,weibo.com,12.179.147.71,HTTPS,社交,0
560,2,2024-11-11 07:45:02,2024-11-11 09:11:02,5160,370581,2964651,10.190.229.139,zhihu.com,181.254.203.240,HTTPS,社交,0
561,2,2024-11-11 16:34:19,2024-11-11 19:44:19,11400,258622,4137964,10.255.74.243,sina.com.cn,169.25.8.151,HTTPS,新闻,0
562,2,2024-11-11 06:59:20,2024-11-11 07:10:20,660,7882,110354,10.151.242.230,douban.com,39.229.247.157,HTTPS,社交,0
563,2,2024-10-15 08:48:36,2024-10-15 09:06:36,1080,44496,800944,10.173.57.188,netflix.com,147.255.29.75,HTTPS,休闲,0
564,2,2024-10-15 11:57:02,2024-10-15 13:04:02,4020,358359,2508518,10.157.12.103,iqiyi.com,220.58.170.110,HTTPS,休闲,0
565,2,2024-10-15 18:53:14,2024-10-15 19:13:14,1200,22498,314972,10.28.99.150,ieee.org,16.56.62.251,HTTPS,学习,0
566,2,2024-10-15 19:14:50,2024-10-15 19:47:50,1980,47622,285737,10.228.44.250,ieee.org,63.61.221.90,HTTPS,学习,0
567,2,2024-10-15 21:25:12,2024-10-15 21:41:12,960,45794,228972,10.184.203.38,ieee.org,28.22.139.160,HTTPS,学习,0
568,2,2024-10-27 21:23:24,2024-10-27 22:44:24,4860,222903,3343551,10.179.157.251,iqiyi.com,55.41.185.96,HTTPS,休闲,0
569,2,2024-09-25 06:55:35,2024-09-25 07:26:35,1860,18657,335840,10.212.226.74,npmjs.com,208.166.230.181,HTTPS,其他,0
570,2,2024-09-25 18:51:46,2024-09-25 21:32:46,9660,732871,12458809,10.71.44.37,youtube.com,116.83.241.243,HTTPS,休闲,0
571,2,2024-09-25 00:19:30,2024-09-25 01:09:30,3000,391124,2346749,10.192.45.2,qq.com,215.244.27.201,HTTPS,社交,0
572,2,2024-09-25 23:40:58,2024-09-25 23:57:58,1020,20721,372980,10.70.102.48,douban.com,194.74.124.58,HTTPS,社交,0
573,2,2024-09-25 23:18:35,2024-09-25 23:32:35,840,22330,290294,10.155.252.144,douban.com,152.47.88.215,HTTPS,社交,0
574,2,2024-09-03 23:14:01,2024-09-04 00:31:01,4620,95206,1237691,10.241.63.168,iqiyi.com,27.197.233.178,HTTPS,休闲,0
575,2,2024-09-03 14:26:11,2024-09-03 14:36:11,600,83422,917644,10.14.61.196,netflix.com,104.233.26.84,HTTPS,休闲,0
576,2,2024-09-03 13:31:04,2024-09-03 13:59:04,1680,104771,1781124,10.132.243.250,netflix.com,66.152.48.20,HTTPS,休闲,0
577,2,2024-10-19 21:23:32,2024-10-19 21:47:32,1440,111021,1332264,10.83.29.38,bilibili.com,107.34.58.23,HTTPS,休闲,0
578,2,2024-11-26 11:29:56,2024-11-26 12:17:56,2880,123869,619347,10.139.184.108,weixin.qq.com,36.82.94.61,HTTPS,社交,0
579,2,2024-11-26 18:03:18,2024-11-26 18:19:18,960,35018,210112,10.99.93.196,cnki.net,94.250.205.87,HTTPS,学习,0
580,2,2024-11-26 13:38:48,2024-11-26 14:59:48,4860,108236,1515317,10.154.138.176,weibo.com,11.216.224.49,HTTPS,社交,0
581,2,2024-11-26 09:06:34,2024-11-26 09:31:34,1500,100811,806490,10.6.70.133,weixin.qq.com,46.171.13.168,HTTPS,社交,0
582,2,2024-09-18 16:23:49,2024-09-18 17:16:49,3180,100924,908325,10.52.111.40,cnki.net,102.218.47.214,HTTPS,学习,0
583,2,2024-10-03 12:14:53,2024-10-03 12:41:53,1620,178119,1246836,10.213.235.235,tencent.com,218.191.244.157,HTTPS,休闲,0
584,2,2024-10-03 16:07:52,2024-10-03 16:11:52,240,9578,181993,10.178.159.177,bilibili.com,193.186.208.27,HTTPS,休闲,0
585,2,2024-12-16 23:08:52,2024-12-17 01:54:52,9960,1022644,14317020,10.88.155.8,netflix.com,11.100.236.49,HTTPS,休闲,0
586,2,2024-11-29 20:14:08,2024-11-29 20:53:08,2340,34154,444011,10.64.107.34,icourse163.org,134.89.48.249,HTTPS,学习,0
587,2,2024-11-29 07:27:44,2024-11-29 08:39:44,4320,37625,714876,10.220.21.51,baidu.com,54.114.102.227,HTTPS,新闻,0
588,2,2024-11-29 12:02:50,2024-11-29 12:20:50,1080,77858,1479312,10.60.129.12,bilibili.com,18.33.118.79,HTTPS,休闲,0
589,2,2024-11-29 00:19:42,2024-11-29 01:32:42,4380,249760,1748321,10.105.102.48,bilibili.com,113.220.164.18,HTTPS,休闲,0
590,2,2024-11-29 21:01:05,2024-11-29 21:12:05,660,20042,240506,10.178.180.42,wikipedia.org,76.154.29.18,HTTPS,其他,0
591,2,2024-10-08 10:49:46,2024-10-08 11:19:46,1800,57365,344196,10.50.7.136,ieee.org,135.80.42.62,HTTPS,学习,0
592,2,2024-10-08 15:45:12,2024-10-08 15:53:12,480,29459,117838,10.50.109.236,qq.com,198.250.226.121,HTTPS,社交,0
593,2,2024-10-08 23:54:45,2024-10-09 00:27:45,1980,58673,528061,10.225.54.47,ieee.org,68.120.187.173,HTTPS,学习,0
594,2,2024-10-08 06:24:27,2024-10-08 07:03:27,2340,47898,814266,10.57.160.32,wikipedia.org,69.32.221.215,HTTPS,其他,0
595,2,2024-10-08 10:07:33,2024-10-08 10:31:33,1440,56541,848128,10.147.20.22,iqiyi.com,193.86.212.66,HTTPS,休闲,0
596,2,2024-11-07 18:31:07,2024-11-07 18:56:07,1500,45206,587679,10.227.115.142,163.com,175.0.43.161,HTTPS,新闻,0
597,2,2024-11-07 19:18:54,2024-11-07 19:35:54,1020,137712,826273,10.243.188.46,iqiyi.com,54.199.238.180,HTTPS,休闲,0
598,2,2024-11-07 11:43:31,2024-11-07 11:55:31,720,24929,149579,10.61.73.102,taobao.com,192.197.192.205,HTTPS,购物,0
599,2,2024-12-15 00:44:37,2024-12-15 01:00:37,960,18114,163035,10.33.186.250,wiley.com,153.84.60.56,HTTPS,学习,0
600,2,2024-12-15 23:21:12,2024-12-16 02:17:12,10560,111798,1900570,10.255.142.196,coursera.org,101.195.99.97,HTTPS,学习,0
601,2,2024-12-15 10:37:17,2024-12-15 13:24:17,10020,274890,4398241,10.248.142.38,zhihu.com,10.209.13.227,HTTPS,社交,0
602,2,2024-10-07 15:06:07,2024-10-07 15:39:07,1980,65233,717569,10.68.15.26,sohu.com,22.69.32.235,HTTPS,新闻,0
603,2,2024-12-03 14:53:04,2024-12-03 15:40:04,2820,117608,1058473,10.195.167.40,icourse163.org,99.219.21.2,HTTPS,学习,0
604,2,2024-12-03 23:39:39,2024-12-04 00:23:39,2640,24618,467756,10.238.103.76,cnki.net,21.25.39.242,HTTPS,学习,0
605,2,2024-10-05 17:31:32,2024-10-05 18:09:32,2280,407944,1631776,10.16.220.226,iqiyi.com,2.181.183.208,HTTPS,休闲,0
606,2,2024-10-05 09:24:28,2024-10-05 09:43:28,1140,35557,640030,10.235.18.9,github.com,222.71.239.44,HTTPS,其他,0
607,2,2024-10-05 22:35:42,2024-10-05 23:21:42,2760,163135,1468220,10.251.220.35,sina.com.cn,198.239.138.52,HTTPS,新闻,0
608,2,2024-10-05 08:45:24,2024-10-05 09:18:24,1980,73934,1404757,10.240.243.144,163.com,100.192.167.138,HTTPS,新闻,0
609,2,2024-10-05 19:32:03,2024-10-05 20:30:03,3480,193967,3103483,10.180.145.83,youtube.com,149.128.230.134,HTTPS,休闲,0
610,2,2024-10-05 08:01:37,2024-10-05 08:12:37,660,6000,90003,10.178.13.196,weibo.com,210.240.127.35,HTTPS,社交,0
