borrow_id,user_id,book_isbn,book_title,category,borrow_date,due_date,return_date,renew_count,library_branch
281,163,978-7-608,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-16,0,主图书馆
282,165,978-7-789,学术参考资料,I247,2025-09-23,2025-10-23,2025-10-16,0,主图书馆
283,165,978-7-437,学术参考资料,TP31,2025-12-03,2026-01-02,2025-12-08,0,主图书馆
284,165,978-7-171,学术参考资料,TP31,2025-09-17,2025-10-17,2025-10-02,0,主图书馆
285,166,978-7-293,学术参考资料,TP31,2025-09-14,2025-10-14,2025-09-19,0,主图书馆
286,166,978-7-200,学术参考资料,I247,2025-11-02,2025-12-02,2025-11-26,0,主图书馆
287,166,978-7-132,学术参考资料,TP31,2025-09-12,2025-10-12,2025-10-06,0,主图书馆
288,167,978-7-647,学术参考资料,TP31,2025-09-27,2025-10-27,2025-10-04,0,主图书馆
289,168,978-7-984,学术参考资料,TP31,2025-11-16,2025-12-16,2025-11-30,0,主图书馆
290,168,978-7-600,学术参考资料,I247,2025-09-10,2025-10-10,2025-09-16,0,主图书馆
291,168,978-7-224,学术参考资料,I247,2025-11-12,2025-12-12,2025-11-20,0,主图书馆
292,168,978-7-953,学术参考资料,I247,2025-11-19,2025-12-19,2025-11-29,0,主图书馆
293,169,978-7-279,学术参考资料,I247,2025-10-26,2025-11-25,2025-11-11,0,主图书馆
294,169,978-7-529,学术参考资料,I247,2025-12-11,2026-01-10,2025-12-20,0,主图书馆
295,172,978-7-695,学术参考资料,I247,2025-09-21,2025-10-21,2025-10-01,0,主图书馆
296,172,978-7-479,学术参考资料,I247,2025-09-04,2025-10-04,2025-09-09,0,主图书馆
297,172,978-7-691,学术参考资料,TP31,2025-12-16,2026-01-15,2026-01-06,0,主图书馆
298,172,978-7-768,学术参考资料,I247,2025-12-15,2026-01-14,2026-01-05,0,主图书馆
299,173,978-7-176,学术参考资料,TP31,2025-09-29,2025-10-29,2025-10-04,0,主图书馆
300,173,978-7-672,学术参考资料,I247,2025-10-19,2025-11-18,2025-11-11,0,主图书馆
301,173,978-7-360,学术参考资料,I247,2025-12-08,2026-01-07,2025-12-29,0,主图书馆
302,174,978-7-906,学术参考资料,TP31,2025-09-26,2025-10-26,2025-10-08,0,主图书馆
303,175,978-7-377,学术参考资料,TP31,2025-10-27,2025-11-26,2025-11-13,0,主图书馆
304,175,978-7-163,学术参考资料,I247,2025-11-08,2025-12-08,2025-11-27,0,主图书馆
305,175,978-7-957,学术参考资料,TP31,2025-12-05,2026-01-04,2025-12-14,0,主图书馆
306,176,978-7-175,学术参考资料,I247,2025-09-23,2025-10-23,2025-10-01,0,主图书馆
307,176,978-7-579,学术参考资料,TP31,2025-12-06,2026-01-05,2025-12-13,0,主图书馆
308,176,978-7-849,学术参考资料,I247,2025-09-12,2025-10-12,2025-10-05,0,主图书馆
309,177,978-7-174,学术参考资料,I247,2025-10-09,2025-11-08,2025-10-24,0,主图书馆
310,180,978-7-131,学术参考资料,I247,2025-12-27,2026-01-26,2026-01-11,0,主图书馆
311,180,978-7-665,学术参考资料,TP31,2025-10-07,2025-11-06,2025-10-15,0,主图书馆
312,181,978-7-949,学术参考资料,TP31,2025-11-09,2025-12-09,2025-12-01,0,主图书馆
313,182,978-7-848,学术参考资料,TP31,2025-11-30,2025-12-30,2025-12-06,0,主图书馆
314,182,978-7-947,学术参考资料,TP31,2025-09-08,2025-10-08,2025-10-03,0,主图书馆
315,182,978-7-136,学术参考资料,TP31,2025-10-03,2025-11-02,2025-10-26,0,主图书馆
316,182,978-7-478,学术参考资料,I247,2025-11-04,2025-12-04,2025-11-10,0,主图书馆
317,182,978-7-237,学术参考资料,TP31,2025-12-04,2026-01-03,2025-12-10,0,主图书馆
318,185,978-7-540,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-13,0,主图书馆
319,185,978-7-765,学术参考资料,I247,2025-11-13,2025-12-13,2025-12-08,0,主图书馆
320,185,978-7-694,学术参考资料,I247,2025-12-17,2026-01-16,2026-01-07,0,主图书馆
321,187,978-7-533,学术参考资料,I247,2025-12-11,2026-01-10,2026-01-03,0,主图书馆
322,187,978-7-228,学术参考资料,I247,2025-12-12,2026-01-11,2025-12-31,0,主图书馆
323,187,978-7-222,学术参考资料,TP31,2025-11-26,2025-12-26,2025-12-04,0,主图书馆
324,190,978-7-375,学术参考资料,I247,2025-09-25,2025-10-25,2025-10-05,0,主图书馆
325,190,978-7-249,学术参考资料,I247,2025-12-21,2026-01-20,2026-01-11,0,主图书馆
326,191,978-7-493,学术参考资料,TP31,2025-09-18,2025-10-18,2025-09-23,0,主图书馆
327,191,978-7-182,学术参考资料,TP31,2025-11-28,2025-12-28,2025-12-23,0,主图书馆
328,191,978-7-580,学术参考资料,I247,2025-11-28,2025-12-28,2025-12-07,0,主图书馆
329,191,978-7-567,学术参考资料,TP31,2025-09-27,2025-10-27,2025-10-17,0,主图书馆
330,191,978-7-412,学术参考资料,I247,2025-12-09,2026-01-08,2025-12-16,0,主图书馆
331,194,978-7-620,学术参考资料,I247,2025-10-08,2025-11-07,2025-10-18,0,主图书馆
332,194,978-7-482,学术参考资料,I247,2025-12-07,2026-01-06,2025-12-17,0,主图书馆
333,194,978-7-642,学术参考资料,TP31,2025-10-12,2025-11-11,2025-10-28,0,主图书馆
334,194,978-7-203,学术参考资料,I247,2025-12-02,2026-01-01,2025-12-16,0,主图书馆
335,194,978-7-408,学术参考资料,I247,2025-10-01,2025-10-31,2025-10-07,0,主图书馆
336,195,978-7-671,学术参考资料,I247,2025-11-17,2025-12-17,2025-11-26,0,主图书馆
337,195,978-7-544,学术参考资料,I247,2025-12-18,2026-01-17,2025-12-26,0,主图书馆
338,195,978-7-779,学术参考资料,I247,2025-12-20,2026-01-19,2025-12-30,0,主图书馆
339,195,978-7-737,学术参考资料,TP31,2025-09-13,2025-10-13,2025-09-29,0,主图书馆
340,195,978-7-803,学术参考资料,TP31,2025-09-06,2025-10-06,2025-09-26,0,主图书馆
341,196,978-7-287,学术参考资料,I247,2025-10-27,2025-11-26,2025-11-12,0,主图书馆
342,196,978-7-802,学术参考资料,TP31,2025-10-18,2025-11-17,2025-11-05,0,主图书馆
343,199,978-7-234,学术参考资料,I247,2025-11-26,2025-12-26,2025-12-14,0,主图书馆
344,199,978-7-697,学术参考资料,I247,2025-10-28,2025-11-27,2025-11-10,0,主图书馆
345,199,978-7-606,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-05,0,主图书馆
346,201,978-7-682,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-11,0,主图书馆
347,201,978-7-787,学术参考资料,TP31,2025-09-06,2025-10-06,2025-09-24,0,主图书馆
348,202,978-7-543,学术参考资料,I247,2025-11-15,2025-12-15,2025-12-09,0,主图书馆
349,203,978-7-467,学术参考资料,TP31,2025-10-18,2025-11-17,2025-10-28,0,主图书馆
350,203,978-7-408,学术参考资料,TP31,2025-10-08,2025-11-07,2025-11-01,0,主图书馆
351,203,978-7-954,学术参考资料,I247,2025-10-22,2025-11-21,2025-11-03,0,主图书馆
352,203,978-7-474,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-04,0,主图书馆
353,203,978-7-519,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-22,0,主图书馆
354,204,978-7-687,学术参考资料,TP31,2025-12-05,2026-01-04,2025-12-20,0,主图书馆
355,206,978-7-919,学术参考资料,I247,2025-09-24,2025-10-24,2025-10-18,0,主图书馆
356,206,978-7-456,学术参考资料,TP31,2025-11-26,2025-12-26,2025-12-10,0,主图书馆
357,206,978-7-191,学术参考资料,I247,2025-11-19,2025-12-19,2025-12-07,0,主图书馆
358,206,978-7-280,学术参考资料,TP31,2025-09-25,2025-10-25,2025-10-04,0,主图书馆
359,206,978-7-198,学术参考资料,TP31,2025-10-09,2025-11-08,2025-10-25,0,主图书馆
360,207,978-7-322,学术参考资料,I247,2025-09-06,2025-10-06,2025-09-30,0,主图书馆
361,207,978-7-349,学术参考资料,TP31,2025-09-17,2025-10-17,2025-10-01,0,主图书馆
362,207,978-7-332,学术参考资料,I247,2025-12-13,2026-01-12,2025-12-25,0,主图书馆
363,207,978-7-204,学术参考资料,I247,2025-10-17,2025-11-16,2025-11-10,0,主图书馆
364,207,978-7-811,学术参考资料,TP31,2025-11-26,2025-12-26,2025-12-20,0,主图书馆
365,208,978-7-584,学术参考资料,TP31,2025-11-02,2025-12-02,2025-11-22,0,主图书馆
366,208,978-7-719,学术参考资料,TP31,2025-09-09,2025-10-09,2025-09-18,0,主图书馆
367,209,978-7-766,学术参考资料,I247,2025-12-14,2026-01-13,2026-01-04,0,主图书馆
368,209,978-7-652,学术参考资料,I247,2025-12-22,2026-01-21,2026-01-10,0,主图书馆
369,209,978-7-617,学术参考资料,TP31,2025-09-20,2025-10-20,2025-10-06,0,主图书馆
370,209,978-7-222,学术参考资料,I247,2025-10-23,2025-11-22,2025-11-15,0,主图书馆
371,209,978-7-844,学术参考资料,I247,2025-09-20,2025-10-20,2025-10-04,0,主图书馆
372,210,978-7-793,学术参考资料,TP31,2025-12-27,2026-01-26,2026-01-14,0,主图书馆
373,210,978-7-656,学术参考资料,TP31,2025-11-02,2025-12-02,2025-11-13,0,主图书馆
374,210,978-7-274,学术参考资料,I247,2025-11-03,2025-12-03,2025-11-27,0,主图书馆
375,210,978-7-267,学术参考资料,I247,2025-11-08,2025-12-08,2025-11-28,0,主图书馆
376,210,978-7-803,学术参考资料,I247,2025-12-21,2026-01-20,2026-01-02,0,主图书馆
377,211,978-7-718,学术参考资料,TP31,2025-10-13,2025-11-12,2025-10-20,0,主图书馆
378,211,978-7-903,学术参考资料,TP31,2025-11-08,2025-12-08,2025-11-19,0,主图书馆
379,212,978-7-683,学术参考资料,TP31,2025-12-13,2026-01-12,2025-12-28,0,主图书馆
380,212,978-7-905,学术参考资料,I247,2025-10-28,2025-11-27,2025-11-02,0,主图书馆
381,212,978-7-217,学术参考资料,I247,2025-11-08,2025-12-08,2025-11-28,0,主图书馆
382,212,978-7-780,学术参考资料,TP31,2025-09-30,2025-10-30,2025-10-06,0,主图书馆
383,212,978-7-240,学术参考资料,TP31,2025-10-02,2025-11-01,2025-10-14,0,主图书馆
384,213,978-7-495,学术参考资料,I247,2025-11-14,2025-12-14,2025-11-25,0,主图书馆
385,214,978-7-416,学术参考资料,I247,2025-11-09,2025-12-09,2025-12-03,0,主图书馆
386,214,978-7-883,学术参考资料,I247,2025-12-03,2026-01-02,2025-12-26,0,主图书馆
387,214,978-7-469,学术参考资料,TP31,2025-11-09,2025-12-09,2025-12-03,0,主图书馆
388,214,978-7-784,学术参考资料,I247,2025-11-09,2025-12-09,2025-11-24,0,主图书馆
389,214,978-7-881,学术参考资料,I247,2025-09-15,2025-10-15,2025-09-20,0,主图书馆
390,216,978-7-261,学术参考资料,I247,2025-11-09,2025-12-09,2025-11-26,0,主图书馆
391,216,978-7-128,学术参考资料,TP31,2025-12-06,2026-01-05,2025-12-12,0,主图书馆
392,216,978-7-249,学术参考资料,I247,2025-09-15,2025-10-15,2025-09-25,0,主图书馆
393,217,978-7-707,学术参考资料,TP31,2025-12-21,2026-01-20,2026-01-09,0,主图书馆
394,217,978-7-281,学术参考资料,I247,2025-09-26,2025-10-26,2025-10-08,0,主图书馆
395,217,978-7-187,学术参考资料,I247,2025-12-08,2026-01-07,2025-12-16,0,主图书馆
396,217,978-7-493,学术参考资料,I247,2025-10-12,2025-11-11,2025-10-28,0,主图书馆
397,219,978-7-669,学术参考资料,TP31,2025-12-14,2026-01-13,2026-01-05,0,主图书馆
398,219,978-7-964,学术参考资料,I247,2025-11-29,2025-12-29,2025-12-14,0,主图书馆
399,219,978-7-857,学术参考资料,I247,2025-10-24,2025-11-23,2025-10-31,0,主图书馆
400,219,978-7-499,学术参考资料,TP31,2025-09-01,2025-10-01,2025-09-21,0,主图书馆
401,219,978-7-229,学术参考资料,TP31,2025-09-28,2025-10-28,2025-10-07,0,主图书馆
402,220,978-7-711,学术参考资料,TP31,2025-11-28,2025-12-28,2025-12-10,0,主图书馆
403,220,978-7-325,学术参考资料,TP31,2025-11-17,2025-12-17,2025-12-07,0,主图书馆
404,220,978-7-690,学术参考资料,TP31,2025-12-04,2026-01-03,2025-12-20,0,主图书馆
405,220,978-7-799,学术参考资料,TP31,2025-10-25,2025-11-24,2025-10-30,0,主图书馆
406,223,978-7-384,学术参考资料,I247,2025-09-19,2025-10-19,2025-10-10,0,主图书馆
407,223,978-7-601,学术参考资料,TP31,2025-11-13,2025-12-13,2025-11-26,0,主图书馆
408,223,978-7-796,学术参考资料,I247,2025-11-08,2025-12-08,2025-11-13,0,主图书馆
409,225,978-7-568,学术参考资料,TP31,2025-10-19,2025-11-18,2025-11-10,0,主图书馆
410,225,978-7-345,学术参考资料,I247,2025-09-03,2025-10-03,2025-09-14,0,主图书馆
411,225,978-7-334,学术参考资料,I247,2025-10-06,2025-11-05,2025-10-28,0,主图书馆
412,225,978-7-340,学术参考资料,TP31,2025-09-18,2025-10-18,2025-09-27,0,主图书馆
413,225,978-7-717,学术参考资料,TP31,2025-10-21,2025-11-20,2025-11-13,0,主图书馆
414,226,978-7-797,学术参考资料,TP31,2025-12-25,2026-01-24,2026-01-08,0,主图书馆
415,226,978-7-885,学术参考资料,I247,2025-11-13,2025-12-13,2025-11-26,0,主图书馆
416,226,978-7-315,学术参考资料,I247,2025-11-22,2025-12-22,2025-12-05,0,主图书馆
417,229,978-7-590,学术参考资料,TP31,2025-09-10,2025-10-10,2025-09-27,0,主图书馆
418,229,978-7-805,学术参考资料,I247,2025-11-02,2025-12-02,2025-11-19,0,主图书馆
419,229,978-7-626,学术参考资料,I247,2025-11-23,2025-12-23,2025-12-14,0,主图书馆
420,232,978-7-339,学术参考资料,I247,2025-11-14,2025-12-14,2025-12-04,0,主图书馆
421,232,978-7-615,学术参考资料,TP31,2025-09-14,2025-10-14,2025-10-07,0,主图书馆
422,232,978-7-186,学术参考资料,I247,2025-11-02,2025-12-02,2025-11-23,0,主图书馆
423,233,978-7-414,学术参考资料,TP31,2025-09-26,2025-10-26,2025-10-03,0,主图书馆
424,235,978-7-625,学术参考资料,TP31,2025-11-08,2025-12-08,2025-11-30,0,主图书馆
425,235,978-7-914,学术参考资料,TP31,2025-12-26,2026-01-25,2026-01-06,0,主图书馆
426,235,978-7-377,学术参考资料,TP31,2025-12-06,2026-01-05,2025-12-15,0,主图书馆
427,235,978-7-718,学术参考资料,TP31,2025-10-23,2025-11-22,2025-11-10,0,主图书馆
428,236,978-7-582,学术参考资料,TP31,2025-12-05,2026-01-04,2025-12-26,0,主图书馆
429,237,978-7-494,学术参考资料,TP31,2025-09-15,2025-10-15,2025-09-20,0,主图书馆
430,237,978-7-813,学术参考资料,I247,2025-10-23,2025-11-22,2025-11-06,0,主图书馆
431,237,978-7-238,学术参考资料,TP31,2025-12-21,2026-01-20,2026-01-09,0,主图书馆
432,237,978-7-315,学术参考资料,I247,2025-11-30,2025-12-30,2025-12-16,0,主图书馆
433,238,978-7-417,学术参考资料,TP31,2025-10-21,2025-11-20,2025-11-08,0,主图书馆
434,238,978-7-281,学术参考资料,I247,2025-12-23,2026-01-22,2026-01-03,0,主图书馆
435,239,978-7-228,学术参考资料,TP31,2025-11-09,2025-12-09,2025-11-30,0,主图书馆
436,239,978-7-543,学术参考资料,TP31,2025-09-06,2025-10-06,2025-09-25,0,主图书馆
437,239,978-7-174,学术参考资料,TP31,2025-11-12,2025-12-12,2025-11-27,0,主图书馆
438,239,978-7-996,学术参考资料,I247,2025-10-29,2025-11-28,2025-11-11,0,主图书馆
439,240,978-7-677,学术参考资料,I247,2025-10-15,2025-11-14,2025-11-01,0,主图书馆
440,240,978-7-811,学术参考资料,TP31,2025-11-12,2025-12-12,2025-11-19,0,主图书馆
441,240,978-7-106,学术参考资料,TP31,2025-09-27,2025-10-27,2025-10-17,0,主图书馆
442,244,978-7-731,学术参考资料,I247,2025-11-04,2025-12-04,2025-11-21,0,主图书馆
443,245,978-7-298,学术参考资料,I247,2025-12-27,2026-01-26,2026-01-13,0,主图书馆
444,247,978-7-605,学术参考资料,TP31,2025-09-03,2025-10-03,2025-09-23,0,主图书馆
445,247,978-7-681,学术参考资料,I247,2025-12-01,2025-12-31,2025-12-22,0,主图书馆
446,251,978-7-828,学术参考资料,I247,2025-10-22,2025-11-21,2025-10-29,0,主图书馆
447,251,978-7-883,学术参考资料,I247,2025-11-21,2025-12-21,2025-12-08,0,主图书馆
448,251,978-7-557,学术参考资料,I247,2025-10-31,2025-11-30,2025-11-09,0,主图书馆
449,251,978-7-377,学术参考资料,I247,2025-09-15,2025-10-15,2025-10-06,0,主图书馆
450,251,978-7-281,学术参考资料,I247,2025-12-14,2026-01-13,2025-12-23,0,主图书馆
451,253,978-7-873,学术参考资料,I247,2025-11-25,2025-12-25,2025-12-18,0,主图书馆
452,254,978-7-377,学术参考资料,TP31,2025-11-18,2025-12-18,2025-12-05,0,主图书馆
453,254,978-7-476,学术参考资料,I247,2025-11-05,2025-12-05,2025-11-23,0,主图书馆
454,255,978-7-680,学术参考资料,TP31,2025-12-18,2026-01-17,2025-12-24,0,主图书馆
455,255,978-7-411,学术参考资料,TP31,2025-11-18,2025-12-18,2025-12-01,0,主图书馆
456,255,978-7-893,学术参考资料,I247,2025-09-27,2025-10-27,2025-10-09,0,主图书馆
457,255,978-7-500,学术参考资料,TP31,2025-09-06,2025-10-06,2025-09-13,0,主图书馆
458,256,978-7-124,学术参考资料,I247,2025-11-04,2025-12-04,2025-11-24,0,主图书馆
459,256,978-7-183,学术参考资料,I247,2025-12-25,2026-01-24,2026-01-05,0,主图书馆
460,258,978-7-228,学术参考资料,TP31,2025-10-11,2025-11-10,2025-10-23,0,主图书馆
461,258,978-7-440,学术参考资料,I247,2025-11-21,2025-12-21,2025-12-10,0,主图书馆
462,258,978-7-122,学术参考资料,TP31,2025-11-21,2025-12-21,2025-11-30,0,主图书馆
463,259,978-7-140,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-17,0,主图书馆
464,260,978-7-148,学术参考资料,I247,2025-09-30,2025-10-30,2025-10-17,0,主图书馆
465,260,978-7-922,学术参考资料,I247,2025-12-25,2026-01-24,2026-01-10,0,主图书馆
466,260,978-7-179,学术参考资料,TP31,2025-10-30,2025-11-29,2025-11-12,0,主图书馆
467,263,978-7-247,学术参考资料,TP31,2025-10-08,2025-11-07,2025-10-28,0,主图书馆
468,263,978-7-841,学术参考资料,I247,2025-10-04,2025-11-03,2025-10-16,0,主图书馆
469,263,978-7-420,学术参考资料,I247,2025-12-22,2026-01-21,2025-12-27,0,主图书馆
470,266,978-7-507,学术参考资料,TP31,2025-12-09,2026-01-08,2025-12-22,0,主图书馆
471,266,978-7-193,学术参考资料,TP31,2025-09-20,2025-10-20,2025-10-01,0,主图书馆
472,268,978-7-814,学术参考资料,I247,2025-09-11,2025-10-11,2025-09-25,0,主图书馆
473,268,978-7-886,学术参考资料,I247,2025-12-07,2026-01-06,2025-12-15,0,主图书馆
474,268,978-7-158,学术参考资料,I247,2025-12-08,2026-01-07,2025-12-21,0,主图书馆
475,268,978-7-429,学术参考资料,TP31,2025-11-07,2025-12-07,2025-11-13,0,主图书馆
476,270,978-7-129,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-17,0,主图书馆
477,271,978-7-742,学术参考资料,I247,2025-10-24,2025-11-23,2025-11-16,0,主图书馆
478,271,978-7-611,学术参考资料,TP31,2025-10-04,2025-11-03,2025-10-26,0,主图书馆
479,271,978-7-817,学术参考资料,TP31,2025-11-06,2025-12-06,2025-11-12,0,主图书馆
480,272,978-7-963,学术参考资料,I247,2025-11-10,2025-12-10,2025-11-25,0,主图书馆
481,272,978-7-850,学术参考资料,I247,2025-12-07,2026-01-06,2025-12-15,0,主图书馆
482,272,978-7-832,学术参考资料,I247,2025-12-10,2026-01-09,2025-12-23,0,主图书馆
483,272,978-7-381,学术参考资料,TP31,2025-09-26,2025-10-26,2025-10-10,0,主图书馆
484,272,978-7-617,学术参考资料,I247,2025-09-15,2025-10-15,2025-09-28,0,主图书馆
485,273,978-7-727,学术参考资料,I247,2025-10-27,2025-11-26,2025-11-06,0,主图书馆
486,273,978-7-906,学术参考资料,I247,2025-10-27,2025-11-26,2025-11-01,0,主图书馆
487,273,978-7-696,学术参考资料,TP31,2025-12-04,2026-01-03,2025-12-11,0,主图书馆
488,273,978-7-385,学术参考资料,TP31,2025-10-28,2025-11-27,2025-11-17,0,主图书馆
489,275,978-7-680,学术参考资料,I247,2025-10-20,2025-11-19,2025-11-03,0,主图书馆
490,277,978-7-194,学术参考资料,TP31,2025-09-15,2025-10-15,2025-10-08,0,主图书馆
491,277,978-7-247,学术参考资料,I247,2025-09-03,2025-10-03,2025-09-13,0,主图书馆
492,277,978-7-541,学术参考资料,TP31,2025-10-20,2025-11-19,2025-11-01,0,主图书馆
493,277,978-7-932,学术参考资料,I247,2025-09-18,2025-10-18,2025-10-04,0,主图书馆
494,278,978-7-233,学术参考资料,I247,2025-09-30,2025-10-30,2025-10-12,0,主图书馆
495,279,978-7-484,学术参考资料,I247,2025-12-19,2026-01-18,2026-01-13,0,主图书馆
496,279,978-7-746,学术参考资料,TP31,2025-11-13,2025-12-13,2025-12-04,0,主图书馆
497,279,978-7-199,学术参考资料,I247,2025-12-17,2026-01-16,2025-12-28,0,主图书馆
498,283,978-7-561,学术参考资料,TP31,2025-12-10,2026-01-09,2025-12-15,0,主图书馆
499,283,978-7-255,学术参考资料,TP31,2025-11-27,2025-12-27,2025-12-14,0,主图书馆
500,283,978-7-471,学术参考资料,I247,2025-12-12,2026-01-11,2025-12-21,0,主图书馆
501,283,978-7-197,学术参考资料,I247,2025-12-16,2026-01-15,2026-01-10,0,主图书馆
502,283,978-7-571,学术参考资料,TP31,2025-10-10,2025-11-09,2025-10-18,0,主图书馆
503,284,978-7-510,学术参考资料,I247,2025-09-11,2025-10-11,2025-10-05,0,主图书馆
504,284,978-7-498,学术参考资料,I247,2025-10-29,2025-11-28,2025-11-03,0,主图书馆
505,284,978-7-502,学术参考资料,TP31,2025-12-27,2026-01-26,2026-01-06,0,主图书馆
506,284,978-7-902,学术参考资料,TP31,2025-12-12,2026-01-11,2025-12-30,0,主图书馆
507,286,978-7-148,学术参考资料,I247,2025-10-06,2025-11-05,2025-10-12,0,主图书馆
508,286,978-7-678,学术参考资料,TP31,2025-12-25,2026-01-24,2026-01-17,0,主图书馆
509,286,978-7-272,学术参考资料,TP31,2025-11-23,2025-12-23,2025-12-14,0,主图书馆
510,286,978-7-813,学术参考资料,TP31,2025-09-08,2025-10-08,2025-09-20,0,主图书馆
511,287,978-7-850,学术参考资料,I247,2025-10-23,2025-11-22,2025-11-14,0,主图书馆
512,288,978-7-637,学术参考资料,TP31,2025-10-12,2025-11-11,2025-10-24,0,主图书馆
513,288,978-7-296,学术参考资料,TP31,2025-09-04,2025-10-04,2025-09-18,0,主图书馆
514,289,978-7-617,学术参考资料,I247,2025-09-08,2025-10-08,2025-09-20,0,主图书馆
515,291,978-7-265,学术参考资料,I247,2025-10-01,2025-10-31,2025-10-23,0,主图书馆
516,291,978-7-812,学术参考资料,TP31,2025-10-12,2025-11-11,2025-10-30,0,主图书馆
517,291,978-7-295,学术参考资料,TP31,2025-09-29,2025-10-29,2025-10-22,0,主图书馆
518,291,978-7-311,学术参考资料,I247,2025-09-10,2025-10-10,2025-09-16,0,主图书馆
519,291,978-7-319,学术参考资料,I247,2025-12-03,2026-01-02,2025-12-17,0,主图书馆
520,292,978-7-731,学术参考资料,I247,2025-10-21,2025-11-20,2025-11-04,0,主图书馆
521,292,978-7-566,学术参考资料,I247,2025-10-06,2025-11-05,2025-10-28,0,主图书馆
522,292,978-7-318,学术参考资料,TP31,2025-10-19,2025-11-18,2025-11-04,0,主图书馆
523,292,978-7-154,学术参考资料,TP31,2025-11-05,2025-12-05,2025-11-28,0,主图书馆
524,294,978-7-809,学术参考资料,TP31,2025-09-15,2025-10-15,2025-10-05,0,主图书馆
525,294,978-7-763,学术参考资料,TP31,2025-10-16,2025-11-15,2025-11-07,0,主图书馆
526,294,978-7-583,学术参考资料,TP31,2025-12-15,2026-01-14,2025-12-27,0,主图书馆
527,295,978-7-646,学术参考资料,TP31,2025-12-23,2026-01-22,2026-01-06,0,主图书馆
528,296,978-7-978,学术参考资料,TP31,2025-10-03,2025-11-02,2025-10-28,0,主图书馆
529,298,978-7-347,学术参考资料,TP31,2025-11-29,2025-12-29,2025-12-20,0,主图书馆
530,299,978-7-553,学术参考资料,I247,2025-09-22,2025-10-22,2025-10-16,0,主图书馆
531,299,978-7-424,学术参考资料,TP31,2025-09-27,2025-10-27,2025-10-22,0,主图书馆
532,300,978-7-313,学术参考资料,I247,2025-10-25,2025-11-24,2025-11-02,0,主图书馆
533,300,978-7-539,学术参考资料,TP31,2025-12-13,2026-01-12,2026-01-07,0,主图书馆
534,300,978-7-399,学术参考资料,TP31,2025-11-12,2025-12-12,2025-11-25,0,主图书馆
535,300,978-7-313,学术参考资料,I247,2025-09-15,2025-10-15,2025-09-23,0,主图书馆
536,301,978-7-502,学术参考资料,TP31,2025-11-22,2025-12-22,2025-12-17,0,主图书馆
537,301,978-7-541,学术参考资料,TP31,2025-10-11,2025-11-10,2025-11-05,0,主图书馆
538,301,978-7-640,学术参考资料,TP31,2025-09-27,2025-10-27,2025-10-02,0,主图书馆
539,301,978-7-731,学术参考资料,TP31,2025-10-28,2025-11-27,2025-11-22,0,主图书馆
540,301,978-7-202,学术参考资料,TP31,2025-11-04,2025-12-04,2025-11-19,0,主图书馆
541,302,978-7-103,学术参考资料,TP31,2025-12-02,2026-01-01,2025-12-25,0,主图书馆
542,302,978-7-272,学术参考资料,I247,2025-09-18,2025-10-18,2025-09-23,0,主图书馆
543,302,978-7-826,学术参考资料,I247,2025-10-06,2025-11-05,2025-10-28,0,主图书馆
544,303,978-7-948,学术参考资料,I247,2025-09-29,2025-10-29,2025-10-04,0,主图书馆
545,303,978-7-427,学术参考资料,I247,2025-12-01,2025-12-31,2025-12-07,0,主图书馆
546,303,978-7-226,学术参考资料,TP31,2025-10-12,2025-11-11,2025-11-03,0,主图书馆
547,304,978-7-296,学术参考资料,I247,2025-11-03,2025-12-03,2025-11-13,0,主图书馆
548,304,978-7-641,学术参考资料,I247,2025-11-29,2025-12-29,2025-12-17,0,主图书馆
549,304,978-7-546,学术参考资料,TP31,2025-09-07,2025-10-07,2025-09-17,0,主图书馆
550,307,978-7-993,学术参考资料,TP31,2025-12-11,2026-01-10,2025-12-25,0,主图书馆
551,307,978-7-274,学术参考资料,TP31,2025-09-24,2025-10-24,2025-09-30,0,主图书馆
552,307,978-7-140,学术参考资料,I247,2025-11-21,2025-12-21,2025-11-26,0,主图书馆
553,307,978-7-246,学术参考资料,I247,2025-12-27,2026-01-26,2026-01-01,0,主图书馆
554,308,978-7-539,学术参考资料,I247,2025-10-23,2025-11-22,2025-11-07,0,主图书馆
555,308,978-7-536,学术参考资料,TP31,2025-10-01,2025-10-31,2025-10-15,0,主图书馆
556,308,978-7-967,学术参考资料,I247,2025-12-07,2026-01-06,2025-12-29,0,主图书馆
557,308,978-7-706,学术参考资料,TP31,2025-12-10,2026-01-09,2025-12-20,0,主图书馆
558,309,978-7-345,学术参考资料,TP31,2025-10-28,2025-11-27,2025-11-19,0,主图书馆
559,310,978-7-134,学术参考资料,TP31,2025-12-09,2026-01-08,2025-12-31,0,主图书馆
560,312,978-7-452,学术参考资料,TP31,2025-10-05,2025-11-04,2025-10-22,0,主图书馆
561,312,978-7-444,学术参考资料,I247,2025-11-07,2025-12-07,2025-11-30,0,主图书馆
